"id","tier","wins","losses","freshblood","rank"
4728,"SILVER",38,34,0,2
4729,"SILVER",11,11,0,2
4730,"SILVER",15,20,1,2
4731,"SILVER",5,8,0,2
4732,"SILVER",22,27,0,2
4733,"SILVER",12,15,0,2
4734,"SILVER",13,15,0,2
4735,"SILVER",45,46,0,2
4736,"SILVER",8,7,0,2
4737,"SILVER",10,3,0,2
4738,"SILVER",10,13,0,2
4739,"SILVER",5,3,0,2
4740,"SILVER",13,17,0,2
4741,"SILVER",14,12,1,2
4742,"SILVER",34,32,0,2
4743,"SILVER",12,23,0,2
4744,"SILVER",12,9,0,2
4745,"SILVER",11,15,0,2
4746,"SILVER",22,28,0,2
4747,"SILVER",6,3,0,2
4748,"SILVER",20,30,0,2
4749,"SILVER",13,26,0,2
4750,"SILVER",6,5,0,2
4751,"SILVER",12,12,0,2
4752,"SILVER",14,17,0,2
4753,"SILVER",11,8,0,2
4754,"SILVER",13,12,0,2
4755,"SILVER",5,0,0,2
4756,"SILVER",5,2,1,2
4757,"SILVER",8,16,0,2
4758,"SILVER",20,39,0,2
4759,"SILVER",12,6,0,2
4760,"SILVER",13,23,0,2
4761,"SILVER",20,22,0,2
4762,"SILVER",8,9,1,2
4763,"SILVER",12,18,0,2
4764,"SILVER",19,23,0,2
4765,"SILVER",7,5,0,2
4766,"SILVER",18,19,0,2
4767,"SILVER",15,9,0,2
4768,"SILVER",14,12,0,2
4769,"SILVER",23,25,0,2
4770,"SILVER",12,11,0,2
4771,"SILVER",9,11,0,2
4772,"SILVER",2,6,0,2
4773,"SILVER",18,27,0,2
4774,"SILVER",13,14,0,2
4775,"SILVER",36,32,0,2
4776,"SILVER",14,16,0,2
4777,"SILVER",13,15,0,2
4778,"SILVER",14,15,0,2
4779,"SILVER",5,6,0,2
4780,"SILVER",9,9,0,2
4781,"SILVER",17,21,0,2
4782,"SILVER",13,14,0,2
4783,"SILVER",12,8,0,2
4784,"SILVER",13,12,0,2
4785,"SILVER",18,16,0,2
4786,"SILVER",11,15,0,2
4787,"SILVER",7,5,0,2
4788,"SILVER",16,14,0,2
4789,"SILVER",14,9,0,2
4790,"SILVER",8,6,0,2
4791,"SILVER",18,20,0,2
4792,"SILVER",5,4,0,2
4793,"SILVER",9,12,0,2
4794,"SILVER",12,19,0,2
4795,"SILVER",8,3,1,2
4796,"SILVER",8,10,0,2
4797,"SILVER",9,6,0,2
4798,"SILVER",9,8,0,2
4799,"SILVER",36,39,0,2
4800,"SILVER",11,14,1,2
4801,"SILVER",11,13,0,2
4802,"SILVER",13,17,0,2
4803,"SILVER",5,6,0,2
4804,"SILVER",25,30,0,2
4805,"SILVER",16,22,0,2
4806,"SILVER",10,10,0,2
4807,"SILVER",10,11,0,2
4808,"SILVER",43,52,0,2
4809,"SILVER",7,4,0,2
4810,"SILVER",13,13,0,2
4811,"SILVER",11,8,0,2
4812,"SILVER",8,9,0,2
4813,"SILVER",12,15,0,2
4814,"SILVER",19,21,0,2
4815,"SILVER",10,7,0,2
4816,"SILVER",29,33,0,2
4817,"SILVER",21,33,0,2
4818,"SILVER",7,4,0,2
4819,"SILVER",18,17,0,2
4820,"SILVER",14,12,0,2
4821,"SILVER",8,9,0,2
4822,"SILVER",12,22,0,2
4823,"SILVER",7,3,1,2
4824,"SILVER",30,44,0,2
4825,"SILVER",11,17,0,2
4826,"SILVER",12,11,0,2
4827,"SILVER",7,6,0,2
4828,"SILVER",10,9,0,2
4829,"SILVER",17,17,0,2
4830,"SILVER",8,13,0,2
4831,"SILVER",13,10,0,2
4832,"SILVER",22,24,0,2
4833,"SILVER",17,16,0,2
4834,"SILVER",21,23,0,2
4835,"SILVER",6,4,0,2
4836,"SILVER",30,32,0,2
4837,"SILVER",7,7,0,2
4838,"SILVER",6,0,0,2
4839,"SILVER",17,16,0,2
4840,"SILVER",25,25,0,2
4841,"SILVER",18,18,0,2
4842,"SILVER",11,13,0,2
4843,"SILVER",5,3,0,2
4844,"SILVER",9,9,0,2
4845,"SILVER",10,5,0,2
4846,"SILVER",18,19,0,2
4847,"SILVER",14,11,0,2
4848,"SILVER",5,1,0,2
4849,"SILVER",13,16,0,2
4850,"SILVER",15,18,0,2
4851,"SILVER",17,22,0,2
4852,"SILVER",41,45,0,2
4853,"SILVER",10,15,0,2
4854,"SILVER",9,11,1,2
4855,"SILVER",4,2,0,2
4856,"SILVER",10,14,0,2
4857,"SILVER",9,11,0,2
4858,"SILVER",32,47,0,2
4859,"SILVER",10,14,0,2
4860,"SILVER",18,23,0,2
4861,"SILVER",7,8,0,2
4862,"SILVER",4,1,0,2
4863,"SILVER",17,20,1,2
4864,"SILVER",17,18,0,2
4865,"SILVER",21,23,0,2
4866,"SILVER",20,31,0,2
4867,"SILVER",17,14,0,2
4868,"SILVER",13,16,0,2
4869,"SILVER",13,16,0,2
4870,"SILVER",7,7,0,2
4871,"SILVER",28,37,0,2
4872,"SILVER",8,9,0,2
4873,"SILVER",10,11,0,2
4874,"SILVER",33,40,0,2
4875,"SILVER",22,30,0,2
4876,"SILVER",17,16,0,2
4877,"SILVER",15,7,0,2
4878,"SILVER",18,18,0,2
4879,"SILVER",9,8,0,2
4880,"SILVER",11,11,0,2
4881,"SILVER",9,5,0,2
4882,"SILVER",11,13,0,2
4883,"SILVER",7,3,0,2
4884,"SILVER",11,15,0,2
4885,"SILVER",4,2,0,2
4886,"SILVER",8,4,0,2
4887,"SILVER",12,15,0,2
4888,"SILVER",25,30,0,2
4889,"SILVER",29,35,0,2
4890,"SILVER",11,9,0,2
4891,"SILVER",14,13,0,2
4892,"SILVER",11,8,0,2
4893,"SILVER",5,3,0,2
4894,"SILVER",10,12,0,2
4895,"SILVER",7,7,0,2
4896,"SILVER",12,7,0,2
4897,"SILVER",10,10,0,2
4898,"SILVER",18,21,0,2
4899,"SILVER",14,9,0,2
4900,"SILVER",9,14,0,2
4901,"SILVER",13,10,0,2
4902,"SILVER",9,8,0,2
4903,"SILVER",17,11,0,2
4904,"SILVER",9,7,0,2
4905,"SILVER",9,8,0,2
4906,"SILVER",20,23,0,2
4907,"SILVER",12,15,0,2
4908,"SILVER",12,15,0,2
4909,"SILVER",10,7,0,2
4910,"SILVER",4,5,0,2
4911,"SILVER",8,10,0,2
4912,"SILVER",18,16,0,2
4913,"SILVER",8,8,0,2
4914,"SILVER",12,16,1,2
4915,"SILVER",27,32,0,2
4916,"SILVER",10,7,0,2
4917,"SILVER",14,18,0,2
4918,"SILVER",17,24,0,2
4919,"SILVER",17,22,0,2
4920,"SILVER",11,10,1,2
4921,"SILVER",8,1,0,2
4922,"SILVER",15,12,0,2
4923,"SILVER",13,17,0,2
4924,"SILVER",14,13,0,2
4925,"SILVER",8,8,0,2
4926,"SILVER",8,7,0,2
4927,"SILVER",7,3,0,2
4928,"SILVER",13,14,0,3
4929,"SILVER",21,16,0,3
4930,"SILVER",11,10,0,3
4931,"SILVER",6,5,0,3
4932,"SILVER",5,3,0,3
4933,"SILVER",7,7,0,3
4934,"SILVER",7,12,0,3
4935,"SILVER",13,17,0,3
4936,"SILVER",8,11,0,3
4937,"SILVER",8,13,0,3
4938,"SILVER",8,7,0,3
4939,"SILVER",19,31,0,3
4940,"SILVER",15,21,0,3
4941,"SILVER",5,0,0,3
4942,"SILVER",5,5,0,3
4943,"SILVER",28,28,0,3
4944,"SILVER",4,1,0,3
4945,"SILVER",11,14,0,3
4946,"SILVER",6,2,0,3
4947,"SILVER",7,4,0,3
4948,"SILVER",5,0,0,3
4949,"SILVER",17,21,0,3
4950,"SILVER",4,2,0,3
4951,"SILVER",5,2,0,3
4952,"SILVER",6,2,1,3
4953,"SILVER",40,48,0,3
4954,"SILVER",5,4,0,3
4955,"SILVER",5,3,0,3
4956,"SILVER",9,11,0,3
4957,"SILVER",11,16,0,3
4958,"SILVER",9,11,0,3
4959,"SILVER",10,8,0,3
4960,"SILVER",20,31,0,3
4961,"SILVER",17,23,0,3
4962,"SILVER",10,9,0,3
4963,"SILVER",15,20,0,3
4964,"SILVER",6,9,0,3
4965,"SILVER",7,10,0,3
4966,"SILVER",8,8,0,3
4967,"SILVER",4,1,1,3
4968,"SILVER",5,1,0,3
4969,"SILVER",9,4,0,3
4970,"SILVER",8,7,0,3
4971,"SILVER",6,6,0,3
4972,"SILVER",8,12,0,3
4973,"SILVER",7,7,0,3
4974,"SILVER",8,3,0,3
4975,"SILVER",7,4,1,3
4976,"SILVER",19,21,0,3
4977,"SILVER",5,9,0,3
4978,"SILVER",9,18,0,3
4979,"SILVER",10,12,0,3
4980,"SILVER",8,9,0,3
4981,"SILVER",8,8,0,3
4982,"SILVER",9,15,0,3
4983,"SILVER",19,19,0,3
4984,"SILVER",11,11,0,3
4985,"SILVER",9,11,0,3
4986,"SILVER",9,10,0,3
4987,"SILVER",5,3,0,3
4988,"SILVER",8,1,0,3
4989,"SILVER",7,5,0,3
4990,"SILVER",8,7,0,3
4991,"SILVER",23,38,0,3
4992,"SILVER",4,4,0,3
4993,"SILVER",7,9,0,3
4994,"SILVER",9,9,0,3
4995,"SILVER",10,14,0,3
4996,"SILVER",9,5,0,3
4997,"SILVER",4,1,0,3
4998,"SILVER",10,12,0,3
4999,"SILVER",26,28,0,3
5000,"SILVER",7,9,0,3
5001,"SILVER",6,14,0,3
5002,"SILVER",11,17,0,3
5003,"SILVER",6,4,0,3
5004,"SILVER",13,12,0,3
5005,"SILVER",5,5,1,3
5006,"SILVER",8,4,0,3
5007,"SILVER",5,4,0,3
5008,"SILVER",4,3,0,3
5009,"SILVER",5,3,1,3
5010,"SILVER",7,8,0,3
5011,"SILVER",5,2,0,3
5012,"SILVER",10,3,0,3
5013,"SILVER",9,8,0,3
5014,"SILVER",8,12,0,3
5015,"SILVER",18,20,0,3
5016,"SILVER",8,9,0,3
5017,"SILVER",7,8,0,3
5018,"SILVER",11,8,0,3
5019,"SILVER",4,5,0,3
5020,"SILVER",6,4,0,3
5021,"SILVER",18,18,0,3
5022,"SILVER",4,1,0,3
5023,"SILVER",5,1,0,3
5024,"SILVER",10,14,0,3
5025,"SILVER",25,31,0,3
5026,"SILVER",25,28,0,3
5027,"SILVER",6,7,0,3
5028,"SILVER",15,19,0,3
5029,"SILVER",6,6,0,3
5030,"SILVER",10,4,0,3
5031,"SILVER",4,1,0,3
5032,"SILVER",17,23,0,3
5033,"SILVER",12,17,0,3
5034,"SILVER",34,48,0,3
5035,"SILVER",8,12,0,3
5036,"SILVER",10,12,0,3
5037,"SILVER",8,4,0,3
5038,"SILVER",16,14,0,3
5039,"SILVER",6,17,0,3
5040,"SILVER",7,4,0,3
5041,"SILVER",5,5,0,3
5042,"SILVER",10,5,0,3
5043,"SILVER",9,8,0,3
5044,"SILVER",10,7,0,3
5045,"SILVER",6,8,0,3
5046,"SILVER",6,2,0,3
5047,"SILVER",7,11,1,3
5048,"SILVER",9,6,0,3
5049,"SILVER",11,13,0,3
5050,"SILVER",25,32,0,3
5051,"SILVER",12,15,0,3
5052,"SILVER",9,13,1,3
5053,"SILVER",6,5,0,3
5054,"SILVER",8,7,0,3
5055,"SILVER",5,10,1,3
5056,"SILVER",10,11,0,3
5057,"SILVER",12,13,1,3
5058,"SILVER",14,19,0,3
5059,"SILVER",6,8,0,3
5060,"SILVER",10,12,0,3
5061,"SILVER",7,5,0,3
5062,"SILVER",20,18,0,3
5063,"SILVER",4,1,0,3
5064,"SILVER",18,21,0,3
5065,"SILVER",12,17,0,3
5066,"SILVER",3,2,0,3
5067,"SILVER",5,2,0,3
5068,"SILVER",9,10,0,3
5069,"SILVER",8,7,0,3
5070,"SILVER",7,7,0,3
5071,"SILVER",8,9,0,3
5072,"SILVER",8,14,0,3
5073,"SILVER",19,31,0,3
5074,"SILVER",14,9,0,3
5075,"SILVER",7,8,0,3
5076,"SILVER",4,4,0,3
5077,"SILVER",11,12,0,3
5078,"SILVER",15,18,0,3
5079,"SILVER",8,5,0,3
5080,"SILVER",11,10,0,3
5081,"SILVER",13,12,0,3
5082,"SILVER",11,13,0,3
5083,"SILVER",13,13,0,3
5084,"SILVER",9,10,0,3
5085,"SILVER",6,4,0,3
5086,"SILVER",16,21,0,3
5087,"SILVER",8,5,0,3
5088,"SILVER",14,19,0,3
5089,"SILVER",20,22,0,3
5090,"SILVER",5,0,0,3
5091,"SILVER",5,0,0,3
5092,"SILVER",13,8,0,3
5093,"SILVER",12,20,0,3
5094,"SILVER",16,34,0,3
5095,"SILVER",7,6,0,3
5096,"SILVER",9,13,0,3
5097,"SILVER",8,12,0,3
5098,"SILVER",26,31,0,3
5099,"SILVER",5,0,0,3
5100,"SILVER",7,9,1,3
5101,"SILVER",30,27,0,3
5102,"SILVER",5,3,1,3
5103,"SILVER",32,33,0,3
5104,"SILVER",12,14,0,3
5105,"SILVER",5,5,0,3
5106,"SILVER",7,11,0,3
5107,"SILVER",5,4,0,3
5108,"SILVER",6,8,0,3
5109,"SILVER",6,11,0,3
5110,"SILVER",10,14,0,3
5111,"SILVER",5,2,1,3
5112,"SILVER",8,8,1,3
5113,"SILVER",12,10,0,3
5114,"SILVER",13,13,1,3
5115,"SILVER",17,21,0,3
5116,"SILVER",18,33,0,3
5117,"SILVER",5,3,0,3
5118,"SILVER",7,9,0,3
5119,"SILVER",11,15,0,3
5120,"SILVER",31,44,0,3
5121,"SILVER",6,12,0,3
5122,"SILVER",12,11,0,3
5123,"SILVER",6,8,0,3
5124,"SILVER",6,8,0,3
5125,"SILVER",5,2,0,3
5126,"SILVER",8,10,0,3
5127,"SILVER",7,3,0,3
5128,"SILVER",8,8,0,3
5129,"SILVER",7,6,0,3
5130,"SILVER",10,8,0,3
5131,"SILVER",40,41,0,3
5132,"SILVER",7,2,0,3
5133,"SILVER",6,6,0,4
5134,"SILVER",4,4,0,4
5135,"SILVER",5,4,0,4
5136,"SILVER",4,2,0,4
5137,"SILVER",8,4,0,4
5138,"SILVER",4,1,0,4
5139,"SILVER",10,9,0,4
5140,"SILVER",16,20,0,4
5141,"SILVER",7,6,0,4
5142,"SILVER",9,8,0,4
5143,"SILVER",7,7,0,4
5144,"SILVER",6,4,0,4
5145,"SILVER",6,7,0,4
5146,"SILVER",8,16,1,4
5147,"SILVER",12,10,0,4
5148,"SILVER",4,3,0,4
5149,"SILVER",7,8,0,4
5150,"SILVER",15,20,0,4
5151,"SILVER",10,12,0,4
5152,"SILVER",15,23,0,4
5153,"SILVER",4,5,0,4
5154,"SILVER",5,10,0,4
5155,"SILVER",13,17,0,4
5156,"SILVER",36,50,1,4
5157,"SILVER",10,15,0,4
5158,"SILVER",6,5,0,4
5159,"SILVER",10,14,0,4
5160,"SILVER",3,3,0,4
5161,"SILVER",3,4,1,4
5162,"SILVER",6,4,0,4
5163,"SILVER",7,4,0,4
5164,"SILVER",4,8,0,4
5165,"SILVER",6,5,0,4
5166,"SILVER",6,8,0,4
5167,"SILVER",7,9,0,4
5168,"SILVER",9,10,0,4
5169,"SILVER",11,14,0,4
5170,"SILVER",5,11,0,4
5171,"SILVER",9,14,0,4
5172,"SILVER",7,6,0,4
5173,"SILVER",9,23,0,4
5174,"SILVER",5,2,0,4
5175,"SILVER",9,9,0,4
5176,"SILVER",5,1,0,4
5177,"SILVER",7,5,1,4
5178,"SILVER",7,9,0,4
5179,"SILVER",11,7,0,4
5180,"SILVER",8,7,1,4
5181,"SILVER",7,7,0,4
5182,"SILVER",5,9,0,4
5183,"SILVER",5,0,0,4
5184,"SILVER",7,9,0,4
5185,"SILVER",6,4,0,4
5186,"SILVER",6,4,0,4
5187,"SILVER",8,7,0,4
5188,"SILVER",7,8,0,4
5189,"SILVER",9,10,0,4
5190,"SILVER",7,10,0,4
5191,"SILVER",5,4,0,4
5192,"SILVER",15,17,0,4
5193,"SILVER",4,2,0,4
5194,"SILVER",6,8,0,4
5195,"SILVER",7,9,0,4
5196,"SILVER",7,10,0,4
5197,"SILVER",3,4,0,4
5198,"SILVER",9,8,0,4
5199,"SILVER",4,4,0,4
5200,"SILVER",5,7,0,4
5201,"SILVER",7,7,1,4
5202,"SILVER",11,9,1,4
5203,"SILVER",11,18,0,4
5204,"SILVER",24,37,0,4
5205,"SILVER",29,35,0,4
5206,"SILVER",3,3,0,4
5207,"SILVER",3,5,0,4
5208,"SILVER",4,8,0,4
5209,"SILVER",3,2,0,4
5210,"SILVER",8,3,0,4
5211,"SILVER",7,4,0,4
5212,"SILVER",10,13,0,4
5213,"SILVER",3,6,0,4
5214,"SILVER",3,4,1,4
5215,"SILVER",5,8,0,4
5216,"SILVER",4,5,0,4
5217,"SILVER",5,5,0,4
5218,"SILVER",5,1,1,4
5219,"SILVER",5,6,0,4
5220,"SILVER",3,3,0,4
5221,"SILVER",8,8,0,4
5222,"SILVER",5,11,0,4
5223,"SILVER",10,12,0,4
5224,"SILVER",3,4,1,4
5225,"SILVER",8,3,1,4
5226,"SILVER",7,5,0,4
5227,"SILVER",9,10,0,4
5228,"SILVER",9,10,0,4
5229,"SILVER",8,11,0,4
5230,"SILVER",7,11,0,4
5231,"SILVER",9,10,1,4
5232,"SILVER",4,6,0,4
5233,"SILVER",10,9,0,4
5234,"SILVER",6,6,0,4
5235,"SILVER",9,12,0,4
5236,"SILVER",11,10,1,4
5237,"SILVER",4,3,0,4
5238,"SILVER",5,5,0,4
5239,"SILVER",8,7,0,4
5240,"SILVER",41,44,0,4
5241,"SILVER",5,4,0,4
5242,"SILVER",6,1,0,4
5243,"SILVER",6,2,0,4
5244,"SILVER",6,10,0,4
5245,"SILVER",8,5,0,4
5246,"SILVER",10,6,0,4
5247,"SILVER",4,2,0,4
5248,"SILVER",4,1,0,4
5249,"SILVER",5,6,0,4
5250,"SILVER",9,18,0,4
5251,"SILVER",5,1,0,4
5252,"SILVER",11,10,0,4
5253,"SILVER",4,1,0,4
5254,"SILVER",7,4,0,4
5255,"SILVER",3,3,0,4
5256,"SILVER",6,9,0,4
5257,"SILVER",11,11,0,4
5258,"SILVER",4,3,0,4
5259,"SILVER",6,7,0,4
5260,"SILVER",5,7,0,4
5261,"SILVER",8,12,0,4
5262,"SILVER",9,10,0,4
5263,"SILVER",4,5,0,4
5264,"SILVER",9,10,0,4
5265,"SILVER",4,2,0,4
5266,"SILVER",6,5,0,4
5267,"SILVER",6,10,0,4
5268,"SILVER",7,13,0,4
5269,"SILVER",5,3,0,4
5270,"SILVER",5,5,0,4
5271,"SILVER",4,6,0,4
5272,"SILVER",5,2,0,4
5273,"SILVER",13,11,0,4
5274,"SILVER",10,16,0,4
5275,"SILVER",11,11,0,4
5276,"SILVER",4,3,0,4
5277,"SILVER",7,6,0,4
5278,"SILVER",5,6,0,4
5279,"SILVER",11,15,0,4
5280,"SILVER",5,4,0,4
5281,"SILVER",4,5,0,4
5282,"SILVER",5,9,0,4
5283,"SILVER",9,10,0,4
5284,"SILVER",4,1,0,4
5285,"SILVER",3,2,0,4
5286,"SILVER",11,15,0,4
5287,"SILVER",10,17,0,4
5288,"SILVER",4,4,0,4
5289,"SILVER",6,10,0,4
5290,"SILVER",8,10,0,4
5291,"SILVER",6,6,1,4
5292,"SILVER",8,16,1,4
5293,"SILVER",3,4,0,4
5294,"SILVER",6,8,0,4
5295,"SILVER",23,35,0,4
5296,"SILVER",6,8,0,4
5297,"SILVER",6,7,0,4
5298,"SILVER",5,6,0,4
5299,"SILVER",6,10,0,4
5300,"SILVER",8,11,0,4
5301,"SILVER",3,3,0,4
5302,"SILVER",4,6,0,4
5303,"SILVER",7,10,0,4
5304,"SILVER",6,5,0,4
5305,"SILVER",8,16,1,4
5306,"SILVER",7,7,0,4
5307,"SILVER",11,15,0,4
5308,"SILVER",7,4,0,4
5309,"SILVER",6,6,0,4
5310,"SILVER",4,1,1,4
5311,"SILVER",4,1,0,4
5312,"SILVER",4,5,0,4
5313,"SILVER",6,6,0,4
5314,"SILVER",8,9,0,4
5315,"SILVER",5,1,0,4
5316,"SILVER",13,13,1,4
5317,"SILVER",15,11,0,4
5318,"SILVER",8,9,0,4
5319,"SILVER",5,7,0,4
5320,"SILVER",5,10,0,4
5321,"SILVER",8,11,0,4
5322,"SILVER",4,1,0,4
5323,"SILVER",9,16,0,4
5324,"SILVER",6,9,0,4
5325,"SILVER",20,39,0,4
5326,"SILVER",9,12,0,4
5327,"SILVER",7,10,0,4
5328,"SILVER",7,6,1,4
5329,"SILVER",6,7,0,4
5330,"SILVER",4,6,0,4
5331,"SILVER",7,12,0,4
5332,"SILVER",7,6,0,4
5333,"SILVER",6,2,0,4
5334,"SILVER",29,35,0,4
5335,"SILVER",8,11,0,4
5336,"SILVER",12,18,0,4
5337,"SILVER",7,6,0,4
5338,"BRONZE",4,4,0,1
